DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	order-strip
COLOR	#ff0000
DATA
Pseudovirgaria_hyperparasitica	#ff91ad	Acrospermales
Frankia_soli	#416286	Frankiales
Frankia_sp._Cc1.17	#416286	Frankiales
Frankia_sp._R43	#416286	Frankiales
Blastococcus_sp._CT_GayMR19	#30a1db	Geodermatophilales
Blastococcus_sp._DSM_44272	#30a1db	Geodermatophilales
Geodermatophilus_daqingensis	#30a1db	Geodermatophilales
Geodermatophilus_dictyosporus	#30a1db	Geodermatophilales
Modestobacter_caceresii	#30a1db	Geodermatophilales
Kineococcus_aurantiacus	#39a56c	Kineosporiales
Cellulomonas_cellasea	#c5aac1	Micrococcales
Cellulomonas_flavigena	#c5aac1	Micrococcales
Knoellia_locipacati	#c5aac1	Micrococcales
Phycicoccus_sp._HDW14	#c5aac1	Micrococcales
Agromyces_aureus	#c5aac1	Micrococcales
Agromyces_intestinalis	#c5aac1	Micrococcales
Leifsonia_sp._Leaf336	#c5aac1	Micrococcales
Microbacterium_sp._cf046	#c5aac1	Micrococcales
Arthrobacter_sp._ISL-28	#c5aac1	Micrococcales
Citricoccus_sp._SGAir0253	#c5aac1	Micrococcales
Kocuria_coralli	#c5aac1	Micrococcales
Ornithinimicrobium_tianjinense	#c5aac1	Micrococcales
Actinoplanes_atraurantiacus	#430951	Micromonosporales
Actinoplanes_awajinensis	#430951	Micromonosporales
Actinoplanes_consettensis	#430951	Micromonosporales
Actinoplanes_derwentensis	#430951	Micromonosporales
Actinoplanes_digitatis	#430951	Micromonosporales
Actinoplanes_italicus	#430951	Micromonosporales
Actinoplanes_octamycinicus	#430951	Micromonosporales
Actinoplanes_philippinensis	#430951	Micromonosporales
Actinoplanes_rishiriensis	#430951	Micromonosporales
Actinoplanes_sp._ATCC_53533	#430951	Micromonosporales
Actinoplanes_sp._NEAU-A11	#430951	Micromonosporales
Actinoplanes_sp._SE50/110	#430951	Micromonosporales
Actinoplanes_teichomyceticus	#430951	Micromonosporales
Actinoplanes_utahensis	#430951	Micromonosporales
Catellatospora_sp._IY07-71	#430951	Micromonosporales
Catellatospora_sp._TT07R-123	#430951	Micromonosporales
Couchioplanes_caeruleus	#430951	Micromonosporales
Krasilnikovia_cinnamomea	#430951	Micromonosporales
Longispora_fulva	#430951	Micromonosporales
Micromonospora_sp._WMMC415	#430951	Micromonosporales
Pilimelia_anulata	#430951	Micromonosporales
Pilimelia_terevasa	#430951	Micromonosporales
Planosporangium_flavigriseum	#430951	Micromonosporales
Virgisporangium_aurantiacum	#430951	Micromonosporales
Actinobacteria_bacterium_OK074	#9c00a8	nan
Actinobacteria_bacterium_OV320	#9c00a8	nan
Nakamurella_endophytica	#b4fe62	Nakamurellales
Nakamurella_flava	#b4fe62	Nakamurellales
Nakamurella_flavida	#b4fe62	Nakamurellales
Kribbella_sandramycini	#365be4	Propionibacteriales
Kribbella_sp._VKM_Ac-2500	#365be4	Propionibacteriales
Friedmanniella_luteola	#365be4	Propionibacteriales
Marmoricola_ginsengisoli	#365be4	Propionibacteriales
Marmoricola_sp._Leaf446	#365be4	Propionibacteriales
Micropruina_glycogenica	#365be4	Propionibacteriales
Mumia_sp._ZJ1417	#365be4	Propionibacteriales
Nocardioides_agariphilus	#365be4	Propionibacteriales
Nocardioides_euryhalodurans	#365be4	Propionibacteriales
Nocardioides_gansuensis	#365be4	Propionibacteriales
Nocardioides_immobilis	#365be4	Propionibacteriales
Nocardioides_islandensis	#365be4	Propionibacteriales
Tessaracoccus_bendigoensis	#365be4	Propionibacteriales
Actinokineospora_fastidiosa	#8d524e	Pseudonocardiales
Alloactinosynnema_sp._L-07	#8d524e	Pseudonocardiales
Amycolatopsis_pithecellobii	#8d524e	Pseudonocardiales
Goodfellowiella_sp._AN110305	#8d524e	Pseudonocardiales
Kibdelosporangium_aridum	#8d524e	Pseudonocardiales
Kibdelosporangium_phytohabitans	#8d524e	Pseudonocardiales
Lentzea_aerocolonigenes	#8d524e	Pseudonocardiales
Lentzea_albidocapillata	#8d524e	Pseudonocardiales
Pseudonocardiaceae_bacterium	#8d524e	Pseudonocardiales
Pseudonocardia_endophytica	#8d524e	Pseudonocardiales
Saccharothrix_australiensis	#8d524e	Pseudonocardiales
Saccharothrix_ecbatanensis	#8d524e	Pseudonocardiales
Saccharothrix_espanaensis	#8d524e	Pseudonocardiales
Saccharothrix_sp.	#8d524e	Pseudonocardiales
Saccharothrix_sp._CB00851	#8d524e	Pseudonocardiales
Saccharothrix_sp._ST-888	#8d524e	Pseudonocardiales
Saccharothrix_syringae	#8d524e	Pseudonocardiales
Saccharothrix_tamanrassetensis	#8d524e	Pseudonocardiales
Kitasatospora_atroaurantiaca	#d8db08	Streptomycetales
Kitasatospora_aureofaciens	#d8db08	Streptomycetales
Kitasatospora_cheerisanensis	#d8db08	Streptomycetales
Kitasatospora_griseola	#d8db08	Streptomycetales
Kitasatospora_indigofera	#d8db08	Streptomycetales
Kitasatospora_kifunensis	#d8db08	Streptomycetales
Kitasatospora_sp._Root187	#d8db08	Streptomycetales
Streptacidiphilus_bronchialis	#d8db08	Streptomycetales
Streptomyces_acidiscabies	#d8db08	Streptomycetales
Streptomyces_actinomycinicus	#d8db08	Streptomycetales
Streptomyces_actuosus	#d8db08	Streptomycetales
Streptomyces_adustus	#d8db08	Streptomycetales
Streptomyces_afghaniensis	#d8db08	Streptomycetales
Streptomyces_agglomeratus	#d8db08	Streptomycetales
Streptomyces_alanosinicus	#d8db08	Streptomycetales
Streptomyces_albiflavescens	#d8db08	Streptomycetales
Streptomyces_alboflavus	#d8db08	Streptomycetales
Streptomyces_alboniger	#d8db08	Streptomycetales
Streptomyces_albus	#d8db08	Streptomycetales
Streptomyces_alkaliterrae	#d8db08	Streptomycetales
Streptomyces_alni	#d8db08	Streptomycetales
Streptomyces_ambofaciens	#d8db08	Streptomycetales
Streptomyces_apricus	#d8db08	Streptomycetales
Streptomyces_aurantiacus	#d8db08	Streptomycetales
Streptomyces_aurantiacus	#d8db08	Streptomycetales
Streptomyces_aurantiogriseus	#d8db08	Streptomycetales
Streptomyces_auratus	#d8db08	Streptomycetales
Streptomyces_avermitilis	#d8db08	Streptomycetales
Streptomyces_beijiangensis	#d8db08	Streptomycetales
Streptomyces_bomunensis	#d8db08	Streptomycetales
Streptomyces_bungoensis	#d8db08	Streptomycetales
Streptomyces_cacaoi	#d8db08	Streptomycetales
Streptomyces_caelestis	#d8db08	Streptomycetales
Streptomyces_caeruleatus	#d8db08	Streptomycetales
Streptomyces_calvus	#d8db08	Streptomycetales
Streptomyces_candidus	#d8db08	Streptomycetales
Streptomyces_capitiformicae	#d8db08	Streptomycetales
Streptomyces_cellostaticus	#d8db08	Streptomycetales
Streptomyces_chattanoogensis	#d8db08	Streptomycetales
Streptomyces_chromofuscus	#d8db08	Streptomycetales
Streptomyces_clavuligerus	#d8db08	Streptomycetales
Streptomyces_coelicolor	#d8db08	Streptomycetales
Streptomyces_collinus	#d8db08	Streptomycetales
Streptomyces_colonosanans	#d8db08	Streptomycetales
Streptomyces_corynorhini	#d8db08	Streptomycetales
Streptomyces_curacoi	#d8db08	Streptomycetales
Streptomyces_cyaneogriseus	#d8db08	Streptomycetales
Streptomyces_davaonensis	#d8db08	Streptomycetales
Streptomyces_diastatochromogenes	#d8db08	Streptomycetales
Streptomyces_dioscori	#d8db08	Streptomycetales
Streptomyces_dysideae	#d8db08	Streptomycetales
Streptomyces_echinatus	#d8db08	Streptomycetales
Streptomyces_echinoruber	#d8db08	Streptomycetales
Streptomyces_eurocidicus	#d8db08	Streptomycetales
Streptomyces_fagopyri	#d8db08	Streptomycetales
Streptomyces_ferrugineus	#d8db08	Streptomycetales
Streptomyces_filamentosus	#d8db08	Streptomycetales
Streptomyces_filipinensis	#d8db08	Streptomycetales
Streptomyces_finlayi	#d8db08	Streptomycetales
Streptomyces_flaveus	#d8db08	Streptomycetales
Streptomyces_formicae	#d8db08	Streptomycetales
Streptomyces_fructofermentans	#d8db08	Streptomycetales
Streptomyces_fulvorobeus	#d8db08	Streptomycetales
Streptomyces_fumanus	#d8db08	Streptomycetales
Streptomyces_fungicidicus	#d8db08	Streptomycetales
Streptomyces_fuscichromogenes	#d8db08	Streptomycetales
Streptomyces_galilaeus	#d8db08	Streptomycetales
Streptomyces_gardneri	#d8db08	Streptomycetales
Streptomyces_genisteinicus	#d8db08	Streptomycetales
Streptomyces_glaucescens	#d8db08	Streptomycetales
Streptomyces_globosus	#d8db08	Streptomycetales
Streptomyces_griseoaurantiacus	#d8db08	Streptomycetales
Streptomyces_griseorubiginosus	#d8db08	Streptomycetales
Streptomyces_griseoviridis	#d8db08	Streptomycetales
Streptomyces_guanduensis	#d8db08	Streptomycetales
Streptomyces_humidus	#d8db08	Streptomycetales
Streptomyces_hundungensis	#d8db08	Streptomycetales
Streptomyces_inhibens	#d8db08	Streptomycetales
Streptomyces_inusitatus	#d8db08	Streptomycetales
Streptomyces_ipomoeae	#d8db08	Streptomycetales
Streptomyces_jumonjinensis	#d8db08	Streptomycetales
Streptomyces_kanasensis	#d8db08	Streptomycetales
Streptomyces_kaniharaensis	#d8db08	Streptomycetales
Streptomyces_klenkii	#d8db08	Streptomycetales
Streptomyces_lacrimifluminis	#d8db08	Streptomycetales
Streptomyces_laurentii	#d8db08	Streptomycetales
Streptomyces_lavendofoliae	#d8db08	Streptomycetales
Streptomyces_lavendulae	#d8db08	Streptomycetales
Streptomyces_liangshanensis	#d8db08	Streptomycetales
Streptomyces_lincolnensis	#d8db08	Streptomycetales
Streptomyces_longispororuber	#d8db08	Streptomycetales
Streptomyces_longwoodensis	#d8db08	Streptomycetales
Streptomyces_lucensis	#d8db08	Streptomycetales
Streptomyces_lunaelactis	#d8db08	Streptomycetales
Streptomyces_luteolifulvus	#d8db08	Streptomycetales
Streptomyces_luteoverticillatus	#d8db08	Streptomycetales
Streptomyces_lydicamycinicus	#d8db08	Streptomycetales
Streptomyces_lydicus	#d8db08	Streptomycetales
Streptomyces_malaysiense	#d8db08	Streptomycetales
Streptomyces_mangrovisoli	#d8db08	Streptomycetales
Streptomyces_mashuensis	#d8db08	Streptomycetales
Streptomyces_mexicanus	#d8db08	Streptomycetales
Streptomyces_minutiscleroticus	#d8db08	Streptomycetales
Streptomyces_monashensis	#d8db08	Streptomycetales
Streptomyces_naganishii	#d8db08	Streptomycetales
Streptomyces_nitrosporeus	#d8db08	Streptomycetales
Streptomyces_niveoruber	#d8db08	Streptomycetales
Streptomyces_olivochromogenes	#d8db08	Streptomycetales
Streptomyces_olivoverticillatus	#d8db08	Streptomycetales
Streptomyces_paludis	#d8db08	Streptomycetales
Streptomyces_paucisporeus	#d8db08	Streptomycetales
Streptomyces_phaeofaciens	#d8db08	Streptomycetales
Streptomyces_phyllanthi	#d8db08	Streptomycetales
Streptomyces_pilosus	#d8db08	Streptomycetales
Streptomyces_pluripotens	#d8db08	Streptomycetales
Streptomyces_poonensis	#d8db08	Streptomycetales
Streptomyces_populi	#d8db08	Streptomycetales
Streptomyces_purpureus	#d8db08	Streptomycetales
Streptomyces_qinzhouensis	#d8db08	Streptomycetales
Streptomyces_regalis	#d8db08	Streptomycetales
Streptomyces_resistomycificus	#d8db08	Streptomycetales
Streptomyces_roseochromogenus	#d8db08	Streptomycetales
Streptomyces_roseus	#d8db08	Streptomycetales
Streptomyces_rubellomurinus	#d8db08	Streptomycetales
Streptomyces_ruber	#d8db08	Streptomycetales
Streptomyces_rubidus	#d8db08	Streptomycetales
Streptomyces_rubrolavendulae	#d8db08	Streptomycetales
Streptomyces_scabiei	#d8db08	Streptomycetales
Streptomyces_seoulensis	#d8db08	Streptomycetales
Streptomyces_showdoensis	#d8db08	Streptomycetales
Streptomyces_silvensis	#d8db08	Streptomycetales
Streptomyces_smaragdinus	#d8db08	Streptomycetales
Streptomyces_sp.	#d8db08	Streptomycetales
Streptomyces_sp._1-11	#d8db08	Streptomycetales
Streptomyces_sp._150FB	#d8db08	Streptomycetales
Streptomyces_sp._3213.3	#d8db08	Streptomycetales
Streptomyces_sp._3214.6	#d8db08	Streptomycetales
Streptomyces_sp._A1136	#d8db08	Streptomycetales
Streptomyces_sp._ADI93-02	#d8db08	Streptomycetales
Streptomyces_sp._ADI96-02	#d8db08	Streptomycetales
Streptomyces_sp._ADI97-07	#d8db08	Streptomycetales
Streptomyces_sp._AS58	#d8db08	Streptomycetales
Streptomyces_sp._AVP053U2	#d8db08	Streptomycetales
Streptomyces_sp._Act143	#d8db08	Streptomycetales
Streptomyces_sp._Ag109_G2-6	#d8db08	Streptomycetales
Streptomyces_sp._Ag109_O5-10	#d8db08	Streptomycetales
Streptomyces_sp._Amel2xC10	#d8db08	Streptomycetales
Streptomyces_sp._B93	#d8db08	Streptomycetales
Streptomyces_sp._BA2	#d8db08	Streptomycetales
Streptomyces_sp._BK239	#d8db08	Streptomycetales
Streptomyces_sp._BR123	#d8db08	Streptomycetales
Streptomyces_sp._CB00455	#d8db08	Streptomycetales
Streptomyces_sp._CB01373	#d8db08	Streptomycetales
Streptomyces_sp._CB01635	#d8db08	Streptomycetales
Streptomyces_sp._CB01881	#d8db08	Streptomycetales
Streptomyces_sp._CB01883	#d8db08	Streptomycetales
Streptomyces_sp._CB02400	#d8db08	Streptomycetales
Streptomyces_sp._CB02923	#d8db08	Streptomycetales
Streptomyces_sp._CB03234	#d8db08	Streptomycetales
Streptomyces_sp._CC53	#d8db08	Streptomycetales
Streptomyces_sp._CdTB01	#d8db08	Streptomycetales
Streptomyces_sp._DI166	#d8db08	Streptomycetales
Streptomyces_sp._DSM_15324	#d8db08	Streptomycetales
Streptomyces_sp._DSM_40868	#d8db08	Streptomycetales
Streptomyces_sp._DvalAA-14	#d8db08	Streptomycetales
Streptomyces_sp._ERV7	#d8db08	Streptomycetales
Streptomyces_sp._F-1	#d8db08	Streptomycetales
Streptomyces_sp._F001	#d8db08	Streptomycetales
Streptomyces_sp._FH025	#d8db08	Streptomycetales
Streptomyces_sp._FXJ1.172	#d8db08	Streptomycetales
Streptomyces_sp._Go-475	#d8db08	Streptomycetales
Streptomyces_sp._H-KF8	#d8db08	Streptomycetales
Streptomyces_sp._HGB0020	#d8db08	Streptomycetales
Streptomyces_sp._IB201691-2A2	#d8db08	Streptomycetales
Streptomyces_sp._ICC1	#d8db08	Streptomycetales
Streptomyces_sp._ISL-1	#d8db08	Streptomycetales
Streptomyces_sp._ISL-10	#d8db08	Streptomycetales
Streptomyces_sp._ISL-11	#d8db08	Streptomycetales
Streptomyces_sp._ISL-12	#d8db08	Streptomycetales
Streptomyces_sp._ISL-63	#d8db08	Streptomycetales
Streptomyces_sp._ISL-66	#d8db08	Streptomycetales
Streptomyces_sp._ISL-86	#d8db08	Streptomycetales
Streptomyces_sp._ISL-94	#d8db08	Streptomycetales
Streptomyces_sp._ISL-96	#d8db08	Streptomycetales
Streptomyces_sp._ISL-98	#d8db08	Streptomycetales
Streptomyces_sp._M41(2017)	#d8db08	Streptomycetales
Streptomyces_sp._MA5143a	#d8db08	Streptomycetales
Streptomyces_sp._MMG1121	#d8db08	Streptomycetales
Streptomyces_sp._MMG1533	#d8db08	Streptomycetales
Streptomyces_sp._MP131-18	#d8db08	Streptomycetales
Streptomyces_sp._MZ04	#d8db08	Streptomycetales
Streptomyces_sp._Mg1	#d8db08	Streptomycetales
Streptomyces_sp._MnatMP-M17	#d8db08	Streptomycetales
Streptomyces_sp._NA02950	#d8db08	Streptomycetales
Streptomyces_sp._NA04227	#d8db08	Streptomycetales
Streptomyces_sp._NRRL_B-3648	#d8db08	Streptomycetales
Streptomyces_sp._NRRL_F-4428	#d8db08	Streptomycetales
Streptomyces_sp._NRRL_F-5122	#d8db08	Streptomycetales
Streptomyces_sp._NRRL_S-1521	#d8db08	Streptomycetales
Streptomyces_sp._NRRL_WC-3605	#d8db08	Streptomycetales
Streptomyces_sp._NRRL_WC-3618	#d8db08	Streptomycetales
Streptomyces_sp._NWU49	#d8db08	Streptomycetales
Streptomyces_sp._PAN_FS17	#d8db08	Streptomycetales
Streptomyces_sp._PBH53	#d8db08	Streptomycetales
Streptomyces_sp._PTY087I2	#d8db08	Streptomycetales
Streptomyces_sp._QHH-9511	#d8db08	Streptomycetales
Streptomyces_sp._R302	#d8db08	Streptomycetales
Streptomyces_sp._RB17	#d8db08	Streptomycetales
Streptomyces_sp._RG38	#d8db08	Streptomycetales
Streptomyces_sp._Root264	#d8db08	Streptomycetales
Streptomyces_sp._Ru71	#d8db08	Streptomycetales
Streptomyces_sp._Ru72	#d8db08	Streptomycetales
Streptomyces_sp._S4.7	#d8db08	Streptomycetales
Streptomyces_sp._SAT1	#d8db08	Streptomycetales
Streptomyces_sp._SCSIO_64649	#d8db08	Streptomycetales
Streptomyces_sp._SDr-06	#d8db08	Streptomycetales
Streptomyces_sp._SID10115	#d8db08	Streptomycetales
Streptomyces_sp._SID10853	#d8db08	Streptomycetales
Streptomyces_sp._SID13726	#d8db08	Streptomycetales
Streptomyces_sp._SID14478	#d8db08	Streptomycetales
Streptomyces_sp._SID161	#d8db08	Streptomycetales
Streptomyces_sp._SID2119	#d8db08	Streptomycetales
Streptomyces_sp._SID2131	#d8db08	Streptomycetales
Streptomyces_sp._SID4985	#d8db08	Streptomycetales
Streptomyces_sp._SID5785	#d8db08	Streptomycetales
Streptomyces_sp._SID5789	#d8db08	Streptomycetales
Streptomyces_sp._SID5910	#d8db08	Streptomycetales
Streptomyces_sp._SID625	#d8db08	Streptomycetales
Streptomyces_sp._SID7760	#d8db08	Streptomycetales
Streptomyces_sp._SID7982	#d8db08	Streptomycetales
Streptomyces_sp._SID8111	#d8db08	Streptomycetales
Streptomyces_sp._SID8352	#d8db08	Streptomycetales
Streptomyces_sp._SID8379	#d8db08	Streptomycetales
Streptomyces_sp._SID8455	#d8db08	Streptomycetales
Streptomyces_sp._SLBN-118	#d8db08	Streptomycetales
Streptomyces_sp._SN-593	#d8db08	Streptomycetales
Streptomyces_sp._ST5x	#d8db08	Streptomycetales
Streptomyces_sp._SirexAA-E	#d8db08	Streptomycetales
Streptomyces_sp._So13.3	#d8db08	Streptomycetales
Streptomyces_sp._TLI_185	#d8db08	Streptomycetales
Streptomyces_sp._TLI_235	#d8db08	Streptomycetales
Streptomyces_sp._TRM_S81-3	#d8db08	Streptomycetales
Streptomyces_sp._TRM68416	#d8db08	Streptomycetales
Streptomyces_sp._TS71-3	#d8db08	Streptomycetales
Streptomyces_sp._TSRI0281	#d8db08	Streptomycetales
Streptomyces_sp._Tue6028	#d8db08	Streptomycetales
Streptomyces_sp._TverLS-915	#d8db08	Streptomycetales
Streptomyces_sp._UH6	#d8db08	Streptomycetales
Streptomyces_sp._W1SF4	#d8db08	Streptomycetales
Streptomyces_sp._WAC_01438	#d8db08	Streptomycetales
Streptomyces_sp._WAC00469	#d8db08	Streptomycetales
Streptomyces_sp._WAC04657	#d8db08	Streptomycetales
Streptomyces_sp._WAC04770	#d8db08	Streptomycetales
Streptomyces_sp._WAC06614	#d8db08	Streptomycetales
Streptomyces_sp._WM4235	#d8db08	Streptomycetales
Streptomyces_sp._WM6386	#d8db08	Streptomycetales
Streptomyces_sp._WZ.A104	#d8db08	Streptomycetales
Streptomyces_sp._YIM_121038	#d8db08	Streptomycetales
Streptomyces_sp._Z022	#d8db08	Streptomycetales
Streptomyces_sp._adm13(2018)	#d8db08	Streptomycetales
Streptomyces_sp._cf386	#d8db08	Streptomycetales
Streptomyces_sp._ms191	#d8db08	Streptomycetales
Streptomyces_sp._yr375	#d8db08	Streptomycetales
Streptomyces_spinoverrucosus	#d8db08	Streptomycetales
Streptomyces_spiralis	#d8db08	Streptomycetales
Streptomyces_subrutilus	#d8db08	Streptomycetales
Streptomyces_sulfonofaciens	#d8db08	Streptomycetales
Streptomyces_taklimakanensis	#d8db08	Streptomycetales
Streptomyces_termitum	#d8db08	Streptomycetales
Streptomyces_tirandamycinicus	#d8db08	Streptomycetales
Streptomyces_toyocaensis	#d8db08	Streptomycetales
Streptomyces_triculaminicus	#d8db08	Streptomycetales
Streptomyces_tsukubensis	#d8db08	Streptomycetales
Streptomyces_turgidiscabies	#d8db08	Streptomycetales
Streptomyces_tyrosinilyticus	#d8db08	Streptomycetales
Streptomyces_uncialis	#d8db08	Streptomycetales
Streptomyces_venezuelae	#d8db08	Streptomycetales
Streptomyces_vietnamensis	#d8db08	Streptomycetales
Streptomyces_wuyuanensis	#d8db08	Streptomycetales
Streptomyces_xanthii	#d8db08	Streptomycetales
Streptomyces_xanthophaeus	#d8db08	Streptomycetales
Streptomyces_yanglinensis	#d8db08	Streptomycetales
Streptomyces_yokosukanensis	#d8db08	Streptomycetales
Streptomyces_zinciresistens	#d8db08	Streptomycetales
Nocardiopsis_algeriensis	#e8a645	Streptosporangiales
Nocardiopsis_sp._JB363	#e8a645	Streptosporangiales
Bailinhaonella_thermotolerans	#e8a645	Streptosporangiales
Microbispora_bryophytorum	#e8a645	Streptosporangiales
Microbispora_rosea	#e8a645	Streptosporangiales
Nonomuraea_endophytica	#e8a645	Streptosporangiales
Nonomuraea_sp._ATCC_55076	#e8a645	Streptosporangiales
Sinosporangium_album	#e8a645	Streptosporangiales
Sinosporangium_siamense	#e8a645	Streptosporangiales
Sphaerisporangium_krabiense	#e8a645	Streptosporangiales
Trebonia_kvetii	#e8a645	Streptosporangiales
Rubrobacter_xylanophilus	#7b481f	Rubrobacterales
Fimbriimonas_ginsengisoli	#f2709a	Fimbriimonadales
Fragilariopsis_cylindrus	#26e744	Bacillariales
Nitzschia_inconspicua	#26e744	Bacillariales
Pseudo-nitzschia_multistriata	#26e744	Bacillariales
Seminavis_robusta	#2d2e32	Naviculales
Phaeodactylum_tricornutum	#2d2e32	Naviculales
Thalassiosira_oceanica	#743935	Thalassiosirales
Bacteroidia_bacterium	#9c00a8	nan
Chitinophaga_flava	#844049	Chitinophagales
Chitinophaga_japonensis	#844049	Chitinophagales
Chitinophaga_jiangningensis	#844049	Chitinophagales
Chitinophaga_tropicalis	#844049	Chitinophagales
Filimonas_lacunae	#844049	Chitinophagales
Filimonas_zeae	#844049	Chitinophagales
Panacibacter_ginsenosidivorans	#844049	Chitinophagales
Taibaiella_soli	#844049	Chitinophagales
Echinicola_pacifica	#a04283	Cytophagales
Siphonobacter_aquaeclarae	#a04283	Cytophagales
Fulvivirga_sp._29W222	#a04283	Cytophagales
Fulvivirga_sp._M361	#a04283	Cytophagales
Hymenobacter_sp._CRA2	#a04283	Cytophagales
Rufibacter_tibetensis	#a04283	Cytophagales
Marinoscillum_furvescens	#a04283	Cytophagales
Roseivirga_spongicola	#a04283	Cytophagales
Dyadobacter_fermentans	#a04283	Cytophagales
Emticicia_sp._TH156	#a04283	Cytophagales
Pseudarcicella_hirudinis	#a04283	Cytophagales
Aggregatimonas_sangjinii	#245312	Flavobacteriales
Aquimarina_amphilecti	#245312	Flavobacteriales
Aquimarina_brevivitae	#245312	Flavobacteriales
Aquimarina_mytili	#245312	Flavobacteriales
Arenibacter_nanhaiticus	#245312	Flavobacteriales
Dokdonia_pacifica	#245312	Flavobacteriales
Flavobacterium_cerinum	#245312	Flavobacteriales
Flavobacterium_geliluteum	#245312	Flavobacteriales
Flavobacterium_humi	#245312	Flavobacteriales
Flavobacterium_macacae	#245312	Flavobacteriales
Flavobacterium_sp._316	#245312	Flavobacteriales
Flavobacterium_sp._9AF	#245312	Flavobacteriales
Flavobacterium_sp._KMS	#245312	Flavobacteriales
Flavobacterium_succinicans	#245312	Flavobacteriales
Flavobacterium_terrae	#245312	Flavobacteriales
Formosa_sp._Hel1_31_208	#245312	Flavobacteriales
Galbibacter_marinus	#245312	Flavobacteriales
Hyunsoonleella_pacifica	#245312	Flavobacteriales
Kordia_sp._SMS9	#245312	Flavobacteriales
Lacinutrix_sp._Bg11-31	#245312	Flavobacteriales
Leptobacterium_flavescens	#245312	Flavobacteriales
Mangrovimonas_sp._DI_80	#245312	Flavobacteriales
Muricauda_aurantiaca	#245312	Flavobacteriales
Muricauda_koreensis	#245312	Flavobacteriales
Muricauda_nanhaiensis	#245312	Flavobacteriales
Muricauda_ochracea	#245312	Flavobacteriales
Muricauda_pacifica	#245312	Flavobacteriales
Muricauda_parva	#245312	Flavobacteriales
Poritiphilus_flavus	#245312	Flavobacteriales
Pricia_antarctica	#245312	Flavobacteriales
Tenacibaculum_sp._Bg11-29	#245312	Flavobacteriales
Tenacibaculum_sp._MAR_2009_124	#245312	Flavobacteriales
Urechidicola_croceus	#245312	Flavobacteriales
Zhouia_amylolytica	#245312	Flavobacteriales
Chryseobacterium_hagamense	#245312	Flavobacteriales
Chryseobacterium_sp._3008163	#245312	Flavobacteriales
Haliscomenobacter_hydrossis	#a30c53	Saprospirales
Phaeodactylibacter_xiamenensis	#a30c53	Saprospirales
Flavilitoribacter_nigricans	#a30c53	Saprospirales
Lewinella_lacunae	#a30c53	Saprospirales
Arcticibacter_svalbardensis	#c7bd99	Sphingobacteriales
Mucilaginibacter_frigoritolerans	#c7bd99	Sphingobacteriales
Mucilaginibacter_sp._FT3.2	#c7bd99	Sphingobacteriales
Mucilaginibacter_sp._SP1R1	#c7bd99	Sphingobacteriales
Olivibacter_sp._LS-1	#c7bd99	Sphingobacteriales
Olivibacter_sp._SDN3	#c7bd99	Sphingobacteriales
Candidatus_Dormibacteraeota_bacterium	#9c00a8	nan
Candidatus_Entotheonella_factor	#9c00a8	nan
Candidatus_Entotheonella_gemina	#9c00a8	nan
Ktedonospora_formicarum	#19462c	Ktedonobacterales
Chloroflexi_bacterium_AL-W	#9c00a8	nan
Pseudocohnilembus_persalinus	#3c7ac3	Philasterida
Stylonychia_lemnae	#f939b6	Sporadotrichida
Aphanothece_hegewaldii	#c0ccdf	Chroococcales
Aphanothece_sacrum	#c0ccdf	Chroococcales
Gloeocapsa_sp._PCC_73106	#c0ccdf	Chroococcales
Gloeocapsa_sp._PCC_7428	#c0ccdf	Chroococcales
Chlorogloea_sp._CCALA_695	#c0ccdf	Chroococcales
Aliterella_atlantica	#4ca68c	Chroococcidiopsidales
Chroococcidiopsis_thermalis	#4ca68c	Chroococcidiopsidales
Sphaerospermopsis_kisseleviana	#79876b	Nostocales
Cyanomargarita_calcarea	#79876b	Nostocales
aff._Roholtiella_sp._LEGE_12411	#79876b	Nostocales
Amazonocrinis_nigriterrae	#79876b	Nostocales
Atlanticothrix_silvestris	#79876b	Nostocales
Cylindrospermum_sp._NIES-4074	#79876b	Nostocales
Mojavia_pulchra	#79876b	Nostocales
Nostoc_commune	#79876b	Nostocales
Nostoc_flagelliforme	#79876b	Nostocales
Nostoc_minutum	#79876b	Nostocales
Nostoc_punctiforme	#79876b	Nostocales
Nostoc_sp._ATCC_43529	#79876b	Nostocales
Nostoc_sp._FACHB-888	#79876b	Nostocales
Nostoc_sphaeroides	#79876b	Nostocales
Rivularia_sp._PCC_7116	#79876b	Nostocales
Brasilonema_sennae	#79876b	Nostocales
Iningainema_tapete	#79876b	Nostocales
Scytonema_hofmannii	#79876b	Nostocales
Scytonema_sp._HK-05	#79876b	Nostocales
Tolypothrix_bouteillei	#79876b	Nostocales
Tolypothrix_sp._NIES-4075	#79876b	Nostocales
Microcoleus_sp._FACHB-68	#fe0ec0	Oscillatoriales
Planktothrix_sp._FACHB-1375	#fe0ec0	Oscillatoriales
Moorena_producens	#fe0ec0	Oscillatoriales
Okeania_sp._KiyG1	#fe0ec0	Oscillatoriales
Plectonema_radiosum	#fe0ec0	Oscillatoriales
cf._Phormidesmis_sp._LEGE_11477	#e90edf	Pseudanabaenales
Oculatella_sp._LEGE_06141	#e90edf	Pseudanabaenales
Acaryochloris_marina	#738630	Synechococcales
Synechococcus_sp._BIOS-U3-1	#738630	Synechococcales
